,ibu,style
73244,150.0,IPA - Black/Brown/Cascadian Dark
73245,45.0,Stout - Imperial
73246,125.0,IIPA - Imperial / Double IPA
73247,50.0,BarleyWine / WheatWine / RyeWine
73248,25.0,Quadrupel / Abt
73249,23.0,BarleyWine / WheatWine / RyeWine
73250,90.0,IPA
73251,27.0,Flavored - Fruit
73252,19.0,BarleyWine / WheatWine / RyeWine
73253,20.0,BarleyWine / WheatWine / RyeWine
73254,20.0,BarleyWine / WheatWine / RyeWine
73255,12.0,Dubbel
73256,12.0,Lambic - Fruited
73257,46.0,Stout
73258,60.0,Belgian Ale - Strong Pale
73259,37.0,Belgian Ale - Strong Pale
73260,33.0,Dubbel
73261,35.0,Traditional Ale - Other
73262,21.0,Tripel
73263,26.0,Smoked - Rauchbier
73264,50.0,IPA
73265,42.0,IPA
73266,50.0,IPA
73267,32.0,Stout
73268,25.0,Pale Lager - North Am. / Light
73269,32.0,Belgian Ale - Strong Dark
73270,35.0,Belgian Ale - Pale / Golden
73271,10.0,Witbier / Belgian White Ale
73272,37.0,Belgian Ale - Pale / Golden
73273,30.0,Tripel
73274,40.0,IPA
73275,30.0,Sour / Wild Beer
73276,25.0,Wheat Ale - India / Hopfenweisse
73277,30.0,Belgian Ale - Pale / Golden
73278,45.0,Stout - Imperial
73279,50.0,IIPA - Imperial / Double IPA
73280,30.0,Belgian Ale - Strong Dark
73281,55.0,IPA - Black/Brown/Cascadian Dark
73282,35.0,Saison / Farmhouse / Grisette
73283,45.0,Belgian Ale - Pale / Golden
73284,32.0,Tripel
73285,24.0,Tripel
73287,30.0,Pale Lager - India / Hoppy
73288,14.0,Belgian Ale - Pale / Golden
73289,60.0,IPA
73290,15.0,ISA - Session IPA
73291,32.0,Stout - Imperial
73292,44.0,IPA
73293,66.0,Strong Ale - English
73294,25.0,Stout - Milk / Sweet
73295,41.0,IPA - Black/Brown/Cascadian Dark
73296,35.0,Strong Ale - American
73297,44.0,IPA
73298,45.0,Smoked - Rauchbier
73299,30.0,IPA - Hazy / NEIPA
73300,14.0,Sour / Wild Beer
73301,21.0,Sour / Wild Beer
73302,35.0,ISA - Session IPA
73303,45.0,Pale Ale - American / APA
73304,42.0,Saison / Farmhouse / Grisette
73305,8.0,Berliner Weisse
73306,24.0,Wheat Ale
73307,13.0,Witbier / Belgian White Ale
73308,30.0,IPA - Brut
73309,30.0,IPA
73310,40.0,ISA - Session IPA
73311,35.0,Saison / Farmhouse / Grisette
73312,35.0,Stout
73313,40.0,Stout - Imperial
73314,20.0,Sour / Wild Beer
73315,37.0,Saison/Farmhouse - Flavored
73316,52.0,IPA
73317,55.0,Stout - Imperial
73318,17.0,Sour / Wild Beer - Flavored
73319,35.0,Porter
73320,20.0,Saison/Farmhouse - Flavored
73321,35.0,Mild Ale
73322,30.0,IPA - Hazy / NEIPA
73323,30.0,IPA - Hazy / NEIPA
73324,88.0,IPA - Black/Brown/Cascadian Dark
73325,30.0,Porter - Baltic
73326,30.0,Flavored - Other
73327,30.0,Red Ale - Irish
73328,35.0,IPA - Milkshake
73329,30.0,Stout
73330,10.0,Gose
73331,70.0,IIPA - Imperial / Double IPA
73332,100.0,IIPA - Imperial / Double IPA
73333,35.0,Saison / Farmhouse / Grisette
73334,20.0,Flavored - Fruit
73335,55.0,Stout - Imperial
73336,20.0,Flavored - Fruit
73337,20.0,Sour / Wild Beer
73338,6.0,Flavored - Fruit
73339,35.0,Flavored - Fruit
73340,35.0,Porter
73341,37.0,Saison / Farmhouse / Grisette
73342,37.0,Saison / Farmhouse / Grisette
73343,35.0,Pale Ale - Belgian
73344,30.0,IPA - Hazy / NEIPA
73345,15.0,ISA - Session IPA
73346,30.0,IPA - Sour / Wild
73347,40.0,Stout - Imperial
73348,80.0,IIPA - Imperial / Double IPA
73349,24.0,Pale Lager - India / Hoppy
73350,65.0,IIPA - Imperial / Double IPA
73351,40.0,Belgian Ale - Pale / Golden
73352,55.0,Bitter - Premium / Strong / ESB
73353,30.0,Saison / Farmhouse / Grisette
73354,45.0,IPA - Belgian
73355,35.0,Belgian Ale - Pale / Golden
73356,35.0,ISA - Session IPA
73357,30.0,IPA - Hazy / NEIPA
73358,29.0,Porter
73359,25.0,IPA - Milkshake
73360,15.0,Strong Ale - American
73361,60.0,BarleyWine / WheatWine / RyeWine
73362,47.0,ISA - Session IPA
73363,45.0,ISA - Session IPA
73364,60.0,Stout - Imperial
73365,55.0,IPA
73366,35.0,IPA - Flavored
73367,19.0,Smoked - Rauchbier
73368,30.0,Lambic - Fruited
73369,35.0,Saison / Farmhouse / Grisette
73370,60.0,Stout - Imperial
73371,20.0,IPA - Belgian
73372,40.0,Tripel
73373,16.0,Belgian Ale - Pale / Golden
73374,35.0,Belgian Ale - Pale / Golden
73375,37.0,Saison / Farmhouse / Grisette
73376,41.0,Belgian Ale - Strong Pale
73377,41.0,Belgian Ale - Strong Dark
73378,32.0,Pilsener / Pils / Pilsner
73379,55.0,Pilsener / Pils / Pilsner
73380,25.0,Pilsener / Pils / Pilsner
73381,9.0,Witbier / Belgian White Ale
73382,35.0,Belgian Ale - Pale / Golden
73383,25.0,Belgian Ale - Pale / Golden
73384,45.0,Tripel
73385,45.0,Tripel
73386,45.0,Tripel
73387,45.0,Tripel
73388,55.0,Stout - Flavored
73389,15.0,Saison / Farmhouse / Grisette
73390,29.0,Belgian Ale - Pale / Golden
73391,11.0,Belgian Ale - Pale / Golden
73392,20.0,Belgian Ale - Strong Pale
73393,45.0,BarleyWine / WheatWine / RyeWine
73394,55.0,Stout - Imperial
73395,30.0,Tripel
73396,50.0,Stout - Extra / Foreign
73397,30.0,Tripel
73398,25.0,Belgian Ale - Pale / Golden
73399,25.0,Specialty Grain - Other
73400,35.0,Saison / Farmhouse / Grisette
73401,13.0,Flavored - Fruit
73402,35.0,Belgian Ale - Dark / Amber
73403,40.0,Belgian Ale - Pale / Golden
73404,34.0,Tripel
73405,56.0,Flavored - Other
73406,30.0,Belgian Ale - Strong Pale
73407,31.0,Belgian Ale - Pale / Golden
73408,42.0,Belgian Ale - Dark / Amber
73409,28.0,Flavored - Fruit
73410,23.0,Lambic - Fruited
73411,35.0,Belgian Ale - Pale / Golden
73412,35.0,IPA - Black/Brown/Cascadian Dark
73413,26.0,Belgian Ale - Pale / Golden
73414,35.0,Belgian Ale - Strong Pale
73415,64.0,IPA
73416,34.0,Witbier / Belgian White Ale
73417,24.0,Belgian Ale - Strong Pale
73418,24.0,Tripel
73420,30.0,Pale Lager - India / Hoppy
73421,42.0,Pale Ale - American / APA
73422,65.0,IPA
73423,19.0,Belgian Ale - Pale / Golden
73424,16.0,Flavored - Fruit
73425,80.0,IIPA - Imperial / Double IPA
73426,48.0,Belgian Ale - Strong Pale
73427,45.0,IPA - Hazy / NEIPA
73428,28.0,Tripel
73429,29.0,Belgian Ale - Strong Dark
73430,30.0,Belgian Ale - Pale / Golden
73431,45.0,IPA
73432,20.0,Belgian Ale - Pale / Golden
73433,26.0,Saison / Farmhouse / Grisette
73434,27.0,Belgian Ale - Pale / Golden
73435,25.0,Tripel
73436,21.0,Pale Lager - North Am. / Light
73437,70.0,Belgian Ale - Strong Pale
73438,80.0,BarleyWine / WheatWine / RyeWine
73439,55.0,Stout - Flavored
73440,70.0,IPA
73441,25.0,Flavored - Other
73442,24.0,Belgian Ale - Strong Pale
73443,27.0,Belgian Ale - Pale / Golden
73444,24.0,Dubbel
73445,45.0,IPA
73446,29.0,Quadrupel / Abt
73447,29.0,Red Ale / Intl Amber Ale
73448,30.0,Tripel
73449,30.0,IPA - English
73450,46.0,Stout
73451,30.0,Sour / Wild Beer
73452,35.0,Belgian Ale - Pale / Golden
73453,30.0,Belgian Ale - Pale / Golden
73454,25.0,Belgian Ale - Pale / Golden
73455,35.0,IPA - Belgian
73456,23.0,Saison / Farmhouse / Grisette
73457,30.0,Belgian Ale - Pale / Golden
73458,48.0,Smoked - Rauchbier
73459,52.0,Stout - Imperial
73460,30.0,Saison / Farmhouse / Grisette
73461,29.0,Porter
73462,19.0,BarleyWine / WheatWine / RyeWine
73463,20.0,BarleyWine / WheatWine / RyeWine
73464,20.0,BarleyWine / WheatWine / RyeWine
73465,35.0,Quadrupel / Abt
73466,93.0,Stout - Imperial
73467,33.0,Amber Lager - Intl / Vienna
73468,40.0,IPA - Belgian
73469,53.0,IPA - Belgian
73470,32.0,Quadrupel / Abt
73471,32.0,Quadrupel / Abt
73472,32.0,Quadrupel / Abt
73473,76.0,Stout - Imperial Flavored
73474,76.0,Stout - Imperial
73475,42.0,IPA - Hazy / NEIPA
73476,53.0,Saison / Farmhouse / Grisette
73477,93.0,Stout - Imperial
73478,35.0,IPA - Belgian
73479,33.0,Belgian Ale - Pale / Golden
73480,55.0,IIPA - Imperial / Double IPA
73481,15.0,Witbier / Belgian White Ale
73482,35.0,Saison / Farmhouse / Grisette
73483,25.0,Belgian Ale - Pale / Golden
73484,53.0,Stout
73485,62.0,IPA
73486,40.0,IPA
73487,21.0,Pale Lager - North Am. / Light
73488,32.0,Tripel
73489,20.0,Belgian Ale - Pale / Golden
73490,22.0,Dubbel
73491,29.0,Belgian Ale - Strong Dark
73492,6.0,Low / No Alcohol Beer
73493,27.0,Belgian Ale - Strong Pale
73494,16.0,Belgian Ale - Pale / Golden
73495,6.0,Stout - Milk / Sweet
73496,20.0,Belgian Ale - Pale / Golden
73497,40.0,Belgian Ale - Pale / Golden
73498,43.0,Belgian Ale - Pale / Golden
73499,11.0,Witbier / Belgian White Ale
73500,26.0,Pale Ale - Belgian
73501,30.0,Belgian Ale - Pale / Golden
73502,30.0,Belgian Ale - Pale / Golden
73503,35.0,Belgian Ale - Strong Pale
73504,32.0,Stout - Imperial
73505,16.0,Belgian Ale - Pale / Golden
73506,14.0,Belgian Ale - Pale / Golden
73507,70.0,IIPA - Imperial / Double IPA
73508,20.0,Belgian Ale - Strong Pale
73509,65.0,IPA - Black/Brown/Cascadian Dark
73510,35.0,Tripel
73511,30.0,Smoked - Rauchbier
73512,42.0,Pale Ale - American / APA
73513,45.0,ISA - Session IPA
73514,35.0,IIPA - Imperial / Double IPA
73515,60.0,Bitter - Ordinary / Best
73516,80.0,Specialty Grain - Other
73517,40.0,Stout - Imperial
73518,37.0,Saison / Farmhouse / Grisette
73519,41.0,Belgian Ale - Strong Pale
73520,41.0,Belgian Ale - Strong Dark
73521,42.0,IPA
73522,32.0,Belgian Ale - Pale / Golden
73523,75.0,Stout - Imperial
73524,45.0,Belgian Ale - Strong Dark
73525,48.0,Belgian Ale - Strong Dark
73526,30.0,Tripel
73527,52.0,Stout - Imperial
73528,30.0,Saison / Farmhouse / Grisette
73529,40.0,Stout
73530,32.0,Belgian Ale - Strong Pale
73531,55.0,IPA - Belgian
73532,22.0,Belgian Ale - Pale / Golden
73533,40.0,Saison / Farmhouse / Grisette
73534,45.0,IPA
73535,60.0,IPA
73536,45.0,Strong Ale - English
73537,50.0,IPA
73538,32.0,Pale Ale - American / APA
73539,30.0,Tripel
73540,30.0,Belgian Ale - Dark / Amber
73541,30.0,Belgian Ale - Dark / Amber
73542,50.0,BarleyWine / WheatWine / RyeWine
73543,30.0,Porter
73544,50.0,IPA
73545,55.0,Traditional Ale - Other
73546,10.0,Traditional Ale - Other
73547,35.0,Kölsch / Kölsch-Style
73548,15.0,Weissbier - Hefeweizen
73549,25.0,Sour / Wild Beer - Flavored
73550,25.0,IPA - Brut
73551,25.0,Belgian Ale - Dark / Amber
73552,40.0,Porter - Smoked
73553,30.0,Stout - Imperial
73554,22.0,Pale Ale - English
73555,35.0,Mild Ale
73556,64.0,Smoked - Rauchbier
73557,10.0,Saison / Farmhouse / Grisette
73558,30.0,Smoked - Rauchbier
73559,40.0,Tripel
73560,36.0,Saison / Farmhouse / Grisette
73561,52.0,Stout
73562,63.0,Saison / Farmhouse - Dark
73563,62.0,IPA
73564,35.0,Wheat Ale
73565,36.0,Saison/Farmhouse - Flavored
73566,35.0,Kölsch / Kölsch-Style
73567,15.0,Weissbier - Hefeweizen
73568,50.0,Quadrupel / Abt
73569,34.0,Pale Ale - Rye
73570,53.0,IPA
73571,55.0,IPA - Belgian
73572,20.0,Belgian Ale - Strong Pale
73573,30.0,Blonde Ale / Golden Ale
73574,26.0,Quadrupel / Abt
73575,85.0,Strong Ale - American
73576,35.0,Saison / Farmhouse / Grisette
73577,46.0,Stout - Imperial
73578,22.0,Witbier / Belgian White Ale
73579,67.0,IPA
73580,85.0,Belgian Ale - Pale / Golden
73581,35.0,Traditional Ale - Other
73582,65.0,Strong Ale - English
73583,38.0,Wheat Ale
73584,48.0,Porter
73585,56.0,Flavored - Other
73586,83.0,Belgian Ale - Pale / Golden
73587,70.0,Belgian Ale - Strong Dark
73588,30.0,IPA - Black/Brown/Cascadian Dark
73589,45.0,Flavored - Other
73590,45.0,Porter
73591,40.0,Saison / Farmhouse / Grisette
73592,33.0,Saison / Farmhouse / Grisette
73593,60.0,Stout - Imperial
73594,24.0,Saison / Farmhouse / Grisette
73595,8.0,Gose - Flavored
73596,43.0,Pale Ale - American / APA
73597,40.0,IPA
73598,10.0,Scotch Ale / Wee Heavy
73599,20.0,Saison / Farmhouse / Grisette
73600,55.0,Stout - Imperial
73601,30.0,IIPA - Imperial / Double IPA
73602,32.0,Porter
73603,50.0,Red Ale / Intl Amber Ale
73604,77.0,IIPA - Imperial / Double IPA
73605,22.0,Blonde Ale / Golden Ale
73606,26.0,Belgian Ale - Pale / Golden
73607,40.0,IPA
73608,55.0,Pilsener / Pils / Pilsner
73609,32.0,Pilsener / Pils / Pilsner
73610,55.0,Pilsener / Pils / Pilsner
73611,25.0,Pilsener / Pils / Pilsner
73612,40.0,IPA
73613,40.0,Blonde Ale / Golden Ale
73614,27.0,Stout - Imperial
73615,25.0,Wheat Ale - India / Hopfenweisse
73616,25.0,IPA - Milkshake
73617,15.0,Strong Ale - American
73618,60.0,BarleyWine / WheatWine / RyeWine
73619,47.0,ISA - Session IPA
73620,45.0,ISA - Session IPA
73621,60.0,Stout - Imperial
73622,55.0,IPA
73623,35.0,IPA - Flavored
73624,19.0,Smoked - Rauchbier
73625,30.0,Belgian Ale - Pale / Golden
73626,35.0,Belgian Ale - Strong Pale
73627,18.0,Witbier / Belgian White Ale
73628,28.0,Tripel
73629,10.0,Witbier / Belgian White Ale
73630,12.0,Pilsener / Pils / Pilsner
73631,24.0,Bière de Garde / de Mars
73632,54.0,IPA - Black/Brown/Cascadian Dark
73633,22.0,Saison / Farmhouse / Grisette
73634,53.0,IPA
73635,53.0,IPA
73636,13.0,Belgian Ale - Strong Pale
73637,15.0,ISA - Session IPA
73638,56.0,Stout - Imperial
73639,22.0,Saison / Farmhouse / Grisette
73640,44.0,Stout - Milk / Sweet
73641,31.0,Belgian Ale - Pale / Golden
73642,75.0,Belgian Ale - Strong Pale
73643,50.0,IPA - Black/Brown/Cascadian Dark
73644,30.0,Red Ale - Irish
73645,37.0,ISA - Session IPA
73646,35.0,IPA
73647,15.0,Saison / Farmhouse / Grisette
73648,32.0,Tripel
73649,93.0,Stout - Imperial
73650,35.0,Tripel
73651,25.0,Belgian Ale - Pale / Golden
73652,39.0,Belgian Ale - Pale / Golden
73653,40.0,Belgian Ale - Strong Pale
73654,45.0,Stout - Imperial
73655,40.0,Pale Ale - American / APA
73656,22.0,Belgian Ale - Pale / Golden
73657,80.0,Belgian Ale - Strong Pale
73658,39.0,Pale Ale - American / APA
73659,29.0,Porter
73660,22.0,Belgian Ale - Pale / Golden
73661,31.0,Brown Ale
73662,27.0,Porter
73663,30.0,Wheat Ale - India / Hopfenweisse
73664,24.0,Flavored - Other
73665,46.0,Pale Ale - American / APA
73666,9.0,Pilsener / Pils / Pilsner
73667,21.0,Wheat Ale - India / Hopfenweisse
73668,30.0,Flavored - Other
73669,70.0,IPA - Black/Brown/Cascadian Dark
73670,32.0,Red Ale / Intl Amber Ale
73671,67.0,Stout
73672,33.0,Blonde Ale / Golden Ale
73673,9.0,Pilsener / Pils / Pilsner
73674,25.0,Flavored - Other
73675,35.0,Pale Ale - American / APA
73676,30.0,IPA - Hazy / NEIPA
73677,44.0,IPA
73678,44.0,IPA
73679,25.0,Weissbier - Hefeweizen
73680,33.0,Pale Lager - India / Hoppy
73681,40.0,Stout - Extra / Foreign
73682,39.0,ISA - Session IPA
73683,70.0,IPA
73684,37.0,Stout - Imperial
73685,32.0,Stout
73686,41.0,ISA - Session IPA
73687,30.0,Red Ale / Intl Amber Ale
73688,29.0,Saison / Farmhouse / Grisette
73689,31.0,Pale Ale
73690,40.0,IPA
73691,18.0,Kölsch / Kölsch-Style
73692,30.0,ISA - Session IPA
73693,23.0,Wheat Ale
73694,35.0,IPA
73695,20.0,Pale Ale
73696,60.0,IPA - Rye
73697,35.0,Pale Ale - American / APA
73698,30.0,Porter
73699,25.0,Pale Lager - India / Hoppy
73700,20.0,Stout - Imperial
73701,40.0,IPA - Hazy / NEIPA
73702,42.0,Pale Ale - American / APA
73703,100.0,IIPA - Imperial / Double IPA
73704,25.0,Pale Lager - India / Hoppy
73705,100.0,Stout
73706,30.0,Witbier / Belgian White Ale
73707,40.0,IPA
73708,40.0,ISA - Session IPA
73709,50.0,IPA
73710,30.0,Stout - Imperial Flavored
73711,25.0,Pilsener / Pils / Pilsner
73712,25.0,Pilsener / Pils / Pilsner
73713,25.0,Pilsener / Pils / Pilsner
73714,30.0,Brown Ale
73715,48.0,Red Ale / Intl Amber Ale
73716,27.0,Stout - Milk / Sweet
73717,17.0,Belgian Ale - Pale / Golden
73718,20.0,Pale Ale - American / APA
73719,70.0,IPA
73720,28.0,Belgian Ale - Pale / Golden
73721,25.0,Blonde Ale / Golden Ale
73722,22.0,Red Ale / Intl Amber Ale
73723,28.0,Stout - Milk / Sweet
73724,45.0,IPA
73725,30.0,Tripel
73726,30.0,IPA - Hazy / NEIPA
73727,8.0,Berliner Weisse - Flavored
73728,45.0,Flavored - Fruit
73729,32.0,Pale Ale - American / APA
73730,45.0,Pale Ale - American / APA
73731,32.0,Pale Lager - India / Hoppy
73732,70.0,IPA
73733,25.0,Altbier / Sticke Alt
73734,60.0,IPA
73735,32.0,Pale Ale - American / APA
73736,30.0,IPA - Hazy / NEIPA
73737,22.0,IPA - Hazy / NEIPA
73738,24.0,Bock - Dunkler Bock
73739,49.0,IPA
73740,28.0,Pale Ale - American / APA
73741,45.0,ISA - Session IPA
73742,16.0,Scotch Ale / Wee Heavy
73743,35.0,Flavored - Pumpkin / Vegetables
73744,20.0,Scotch Ale / Wee Heavy
73745,30.0,Brown Ale
73746,30.0,Pale Lager - India / Hoppy
73747,37.0,Flavored - Other
73748,70.0,IPA
73749,15.0,ISA - Session IPA
73750,45.0,Pale Ale - American / APA
73751,70.0,IIPA - Imperial / Double IPA
73752,100.0,IIPA - Imperial / Double IPA
73753,45.0,Pale Ale - American / APA
73754,20.0,Stout
73755,17.0,Stout
73756,35.0,IPA - Hazy / NEIPA
73757,38.0,IPA - Black/Brown/Cascadian Dark
73758,55.0,IPA - Hazy / NEIPA
73759,21.0,Pale Ale - Rye
73760,24.0,Pale Lager - Intl / Premium
73761,24.0,Pilsener / Pils / Pilsner
73762,60.0,IPA - Black/Brown/Cascadian Dark
73763,33.0,Flavored - Chili / Peppers
73764,27.0,Saison / Farmhouse / Grisette
73765,33.0,Stout
73766,30.0,IPA - Hazy / NEIPA
73767,30.0,ISA - Session IPA
73768,50.0,Pale Ale - American / APA
73769,35.0,IPA - Hazy / NEIPA
73770,80.0,IPA
73771,35.0,Pilsener / Pils / Pilsner
73772,42.0,Pale Ale - American / APA
73773,25.0,Porter
73774,35.0,Brown Ale
73775,30.0,IPA
73776,60.0,IPA
73777,50.0,IPA
73778,30.0,IPA
73779,80.0,IPA
73780,30.0,IPA - Hazy / NEIPA
73781,10.0,Sour/Wild - Dark
73782,20.0,IPA - Hazy / NEIPA
73783,62.0,IPA - Red
73784,70.0,IPA
73785,50.0,ISA - Session IPA
73786,35.0,Porter - Flavored
73787,35.0,IPA - Hazy / NEIPA
73788,40.0,Pale Ale - American / APA
73789,35.0,ISA - Session IPA
73790,87.0,IIPA - Imperial / Double IPA
73791,25.0,IPA - Hazy / NEIPA
73792,100.0,Pale Ale - American / APA
73793,15.0,IPA - Hazy / NEIPA
73794,30.0,Pale Ale - American / APA
73795,22.0,Stout
73796,88.0,IIPA - Imperial / Double IPA
73797,45.0,Pale Lager - India / Hoppy
73798,20.0,Flavored - Other
73799,22.0,IPA - Hazy / NEIPA
73800,35.0,Pale Ale - American / APA
73801,50.0,Porter - Flavored
73802,38.0,Pale Lager - India / Hoppy
73803,20.0,Saison/Farmhouse - Flavored
73804,41.0,Pale Ale - American / APA
73805,28.0,Red Ale - Irish
73806,27.0,Blonde Ale / Golden Ale
73807,28.0,Red Ale / Intl Amber Ale
73808,15.0,Weissbier - Hefeweizen
73809,75.0,IIPA - Imperial / Double IPA
73810,15.0,Weissbier - Hefeweizen
73811,15.0,Radler / Shandy
73812,27.0,Red Ale - Irish
73813,15.0,Flavored - Fruit
73814,25.0,Blonde Ale / Golden Ale
73815,36.0,Bock- Heller Bock / Maibock
73816,50.0,IPA
73817,50.0,Pale Lager - India / Hoppy
73818,45.0,Pale Lager - India / Hoppy
73819,22.0,Helles / Dortmunder Export
73820,31.0,Pale Lager - India / Hoppy
73821,30.0,Stout - Dry
73822,63.0,Pale Lager - India / Hoppy
73823,42.0,ISA - Session IPA
73824,30.0,Flavored - Other
73825,60.0,Stout - Imperial
73826,21.0,Bock - Doppelbock
73827,40.0,Pale Lager - India / Hoppy
73828,20.0,Witbier / Belgian White Ale
73829,60.0,BarleyWine / WheatWine / RyeWine
73830,25.0,Red Ale / Intl Amber Ale
73831,30.0,Porter
73832,25.0,Pale Lager - India / Hoppy
73833,17.0,Weissbier - Hefeweizen
73834,40.0,ISA - Session IPA
73835,31.0,Pale Ale - American / APA
73836,60.0,IPA - Black/Brown/Cascadian Dark
73837,33.0,Flavored - Chili / Peppers
73838,27.0,Saison / Farmhouse / Grisette
73839,33.0,Stout
73840,18.0,Blonde Ale / Golden Ale
73841,40.0,Red Ale / Intl Amber Ale
73842,25.0,Altbier / Sticke Alt
73843,20.0,Saison/Farmhouse - Flavored
73844,8.0,Sour / Wild Beer - Flavored
73845,35.0,ISA - Session IPA
73846,30.0,IPA - Hazy / NEIPA
73847,5.0,Sour / Wild Beer - Flavored
73848,75.0,IIPA - Imperial / Double IPA
73849,20.0,Pale Ale - American / APA
73850,75.0,IPA - Belgian
73851,40.0,Pale Ale - American / APA
73852,35.0,Pale Ale - American / APA
73853,5.0,Sour / Wild Beer - Flavored
73854,45.0,Pale Ale - American / APA
73855,45.0,Porter - Baltic
73856,5.0,Sour / Wild Beer - Flavored
73857,10.0,Sour / Wild Beer - Flavored
73858,22.0,Bock - Doppelbock
73859,32.0,Brown Ale
73860,30.0,IPA - Brut
73861,5.0,Sour / Wild Beer - Flavored
73862,65.0,IPA - Flavored
73863,123.0,IPA
73864,82.0,Stout - Imperial Flavored
73865,75.0,IIPA - Imperial / Double IPA
73866,20.0,Saison / Farmhouse / Grisette
73867,32.0,Pale Ale - American / APA
73868,69.0,IPA
73869,25.0,Flavored - Other
73870,55.0,IPA - Flavored
73871,42.0,Flavored - Fruit
73872,30.0,Pale Ale - American / APA
73873,40.0,Pale Ale - American / APA
73874,70.0,IIPA - Imperial / Double IPA
73875,25.0,Stout - Flavored
73876,5.0,Sour / Wild Beer - Flavored
73877,35.0,Pale Ale - American / APA
73878,30.0,IPA - Brut
73879,25.0,Märzen / Oktoberfest Bier
73880,35.0,Flavored - Other
73881,30.0,Flavored - Fruit
73882,30.0,Low / No Alcohol Beer
73883,16.0,Low / No Alcohol Beer
73884,19.0,Stout - Milk / Sweet
73885,30.0,IPA - Milkshake
73886,35.0,IPA - Hazy / NEIPA
73887,35.0,IPA - Hazy / NEIPA
73888,28.0,IPA - Hazy / NEIPA
73889,21.0,IPA - Hazy / NEIPA
73890,36.0,Pale Ale - Australia / NZ
73891,43.0,Pale Ale - American / APA
73892,35.0,California Common / Steam Beer
73893,40.0,Pale Ale - American / APA
73894,40.0,Pale Ale - American / APA
73895,5.0,Sour / Wild Beer - Flavored
73896,28.0,Pilsener / Pils / Pilsner
73897,80.0,IIPA - Imperial / Double IPA
73898,35.0,IPA - Milkshake
73899,6.0,Sour / Wild Beer - Flavored
73900,40.0,Pale Ale - Rye
73901,35.0,Pale Ale - Rye
73902,35.0,Flavored - Other
73903,24.0,Saison / Farmhouse / Grisette
73904,20.0,Saison / Farmhouse / Grisette
73905,40.0,ISA - Session IPA
73906,20.0,Pale Ale - Flavored
73907,15.0,Wheat Ale - India / Hopfenweisse
73908,104.0,IIPA - Imperial / Double IPA
73909,35.0,Porter - Flavored
73910,80.0,IIPA - Imperial / Double IPA
73911,18.0,Pale Lager - Intl / Premium
73912,47.0,Pale Ale - American / APA
73913,65.0,IPA
73914,38.0,IPA - Black/Brown/Cascadian Dark
73915,24.0,Bock - Dunkler Bock
73916,49.0,IPA
73917,28.0,Pale Ale - American / APA
73918,45.0,ISA - Session IPA
73919,30.0,Saison / Farmhouse / Grisette
73920,10.0,Sour / Wild Beer
73921,23.0,Blonde Ale / Golden Ale
73922,20.0,Stout - Imperial Flavored
73923,28.0,Pilsener / Pils / Pilsner
73924,20.0,Schwarzbier / Black Lager
73925,30.0,Stout - Dry
73926,40.0,Pale Ale - American / APA
73927,17.0,Pale Ale - American / APA
73928,30.0,Porter
73929,51.0,IPA
73930,24.0,Witbier / Belgian White Ale
73931,45.0,Pale Ale
73932,35.0,Wheat Ale
73933,25.0,Kölsch / Kölsch-Style
73934,28.0,Smoked - Rauchbier
73935,30.0,Saison / Farmhouse / Grisette
73936,35.0,Bitter - Ordinary / Best
